id;name;created_date;last_modified_date;created_by;last_modified_by;active;subcategory_id
3427;Lighting pass;2024-10-03T10:00:00;;system;;true;1585
3428;Camera shots;2024-10-03T10:00:00;;system;;true;1585
3429;Render output;2024-10-03T10:00:00;;system;;true;1585
3430;Mood & palette;2024-10-03T10:00:00;;system;;true;1586
3431;Furniture selection;2024-10-03T10:00:00;;system;;true;1586
3432;Textiles & decor;2024-10-03T10:00:00;;system;;true;1586
3433;Staging guide;2024-10-03T10:00:00;;system;;true;1586
3434;Sourcing list;2024-10-03T10:00:00;;system;;true;1586
3435;Site survey;2024-10-03T10:00:00;;system;;true;1587
3436;Planting plan;2024-10-03T10:00:00;;system;;true;1587
3437;Hardscape design;2024-10-03T10:00:00;;system;;true;1587
3438;Irrigation layout;2024-10-03T10:00:00;;system;;true;1587
3439;Visualization;2024-10-03T10:00:00;;system;;true;1587
3440;As‑built set;2024-10-03T10:00:00;;system;;true;1588
3441;Concept drawings;2024-10-03T10:00:00;;system;;true;1588
3442;Permit package;2024-10-03T10:00:00;;system;;true;1588
3443;Contractor set;2024-10-03T10:00:00;;system;;true;1588
3444;Finish schedule;2024-10-03T10:00:00;;system;;true;1588
3445;Lighting plan;2024-10-03T10:00:00;;system;;true;1589
3446;Fixture schedule;2024-10-03T10:00:00;;system;;true;1589
3447;Controls layout;2024-10-03T10:00:00;;system;;true;1589
3448;Lux calculations;2024-10-03T10:00:00;;system;;true;1589
3449;Render views;2024-10-03T10:00:00;;system;;true;1589
3450;Requirements brief;2024-10-03T10:00:00;;system;;true;1590
3451;Concept sketches;2024-10-03T10:00:00;;system;;true;1590
3452;Form exploration;2024-10-03T10:00:00;;system;;true;1590
3453;Ergonomics study;2024-10-03T10:00:00;;system;;true;1590
3454;Design refinement;2024-10-03T10:00:00;;system;;true;1590
3455;Solid/surface model;2024-10-03T10:00:00;;system;;true;1591
3456;Assembly build;2024-10-03T10:00:00;;system;;true;1591
3457;Detail features;2024-10-03T10:00:00;;system;;true;1591
3458;Parametric setup;2024-10-03T10:00:00;;system;;true;1591
3459;Export & BoM;2024-10-03T10:00:00;;system;;true;1591
3460;Prototype plan;2024-10-03T10:00:00;;system;;true;1592
3461;Rapid fabrication;2024-10-03T10:00:00;;system;;true;1592
3462;Fit/finish iteration;2024-10-03T10:00:00;;system;;true;1592
3463;Bench tests;2024-10-03T10:00:00;;system;;true;1592
3464;Demo unit;2024-10-03T10:00:00;;system;;true;1592
3465;Part consolidation;2024-10-03T10:00:00;;system;;true;1593
3466;Tolerance scheme;2024-10-03T10:00:00;;system;;true;1593
3467;Material/finish spec;2024-10-03T10:00:00;;system;;true;1593
3468;DFM/DFA review;2024-10-03T10:00:00;;system;;true;1593
3469;Supplier packet;2024-10-03T10:00:00;;system;;true;1593
3470;Load cases;2024-10-03T10:00:00;;system;;true;1594
3471;Mesh & solve;2024-10-03T10:00:00;;system;;true;1594
3472;Results review;2024-10-03T10:00:00;;system;;true;1594
3473;Design iterations;2024-10-03T10:00:00;;system;;true;1594
3474;Report pack;2024-10-03T10:00:00;;system;;true;1594
3475;Drawing template;2024-10-03T10:00:00;;system;;true;1595
3476;Dimensioning;2024-10-03T10:00:00;;system;;true;1595
3477;Notes & callouts;2024-10-03T10:00:00;;system;;true;1595
3478;Revision scheme;2024-10-03T10:00:00;;system;;true;1595
3479;Release package;2024-10-03T10:00:00;;system;;true;1595
3480;Schematic capture;2024-10-03T10:00:00;;system;;true;1596
3481;Footprints & stackup;2024-10-03T10:00:00;;system;;true;1596
3482;Layout & routing;2024-10-03T10:00:00;;system;;true;1596
3483;DRC/DFM review;2024-10-03T10:00:00;;system;;true;1596
3484;Gerbers & fab files;2024-10-03T10:00:00;;system;;true;1596
3485;Topology selection;2024-10-03T10:00:00;;system;;true;1597
3486;Magnetics spec;2024-10-03T10:00:00;;system;;true;1597
3487;Thermal analysis;2024-10-03T10:00:00;;system;;true;1597
3488;Protection strategy;2024-10-03T10:00:00;;system;;true;1597
3489;Validation tests;2024-10-03T10:00:00;;system;;true;1597
3490;Board bring‑up;2024-10-03T10:00:00;;system;;true;1598
3491;Drivers & HAL;2024-10-03T10:00:00;;system;;true;1598
3492;RTOS/tasks;2024-10-03T10:00:00;;system;;true;1598
3493;Peripherals & IO;2024-10-03T10:00:00;;system;;true;1598
3494;Integration tests;2024-10-03T10:00:00;;system;;true;1598
3495;Emission scan;2024-10-03T10:00:00;;system;;true;1599
3496;Immunity review;2024-10-03T10:00:00;;system;;true;1599
3497;Grounding strategy;2024-10-03T10:00:00;;system;;true;1599
3498;Filter selection;2024-10-03T10:00:00;;system;;true;1599
3499;Mitigation report;2024-10-03T10:00:00;;system;;true;1599
3500;Requirements & spec;2024-10-03T10:00:00;;system;;true;1600
3501;Module design;2024-10-03T10:00:00;;system;;true;1600
3502;Simulation & timing;2024-10-03T10:00:00;;system;;true;1600
3503;Synthesis & P&R;2024-10-03T10:00:00;;system;;true;1600
3504;Bitstream tests;2024-10-03T10:00:00;;system;;true;1600
3505;Cell modeling;2024-10-03T10:00:00;;system;;true;1601
3506;BMS design;2024-10-03T10:00:00;;system;;true;1601
3507;Protections & fusing;2024-10-03T10:00:00;;system;;true;1601
3508;Thermal plan;2024-10-03T10:00:00;;system;;true;1601
3509;Diagnostics hooks;2024-10-03T10:00:00;;system;;true;1601
3510;Part modeling;2024-10-03T10:00:00;;system;;true;1602
3511;Assembly constraints;2024-10-03T10:00:00;;system;;true;1602
3512;Mechanism design;2024-10-03T10:00:00;;system;;true;1602
3513;Exploded views;2024-10-03T10:00:00;;system;;true;1602
3514;Detail drawings;2024-10-03T10:00:00;;system;;true;1602
3515;Boundary conditions;2024-10-03T10:00:00;;system;;true;1603
3516;Mesh strategy;2024-10-03T10:00:00;;system;;true;1603
3517;Solve & review;2024-10-03T10:00:00;;system;;true;1603
3518;Design iteration;2024-10-03T10:00:00;;system;;true;1603
3519;Summary report;2024-10-03T10:00:00;;system;;true;1603
3520;Material down‑select;2024-10-03T10:00:00;;system;;true;1604
3521;GD&T planning;2024-10-03T10:00:00;;system;;true;1604
3522;Tolerance stack‑up;2024-10-03T10:00:00;;system;;true;1604
3523;Surface spec;2024-10-03T10:00:00;;system;;true;1604
3524;Verification plan;2024-10-03T10:00:00;;system;;true;1604
3525;Template & title block;2024-10-03T10:00:00;;system;;true;1605
3526;Dimensioning;2024-10-03T10:00:00;;system;;true;1605
3527;Notes & callouts;2024-10-03T10:00:00;;system;;true;1605
3528;Revision scheme;2024-10-03T10:00:00;;system;;true;1605
3529;Release package;2024-10-03T10:00:00;;system;;true;1605
3530;Motion components;2024-10-03T10:00:00;;system;;true;1606
3531;Sensor/actuator wiring;2024-10-03T10:00:00;;system;;true;1606
3532;Control loop design;2024-10-03T10:00:00;;system;;true;1606
3533;Safety interlocks;2024-10-03T10:00:00;;system;;true;1606
3534;Integration tests;2024-10-03T10:00:00;;system;;true;1606
3535;Heat sink sizing;2024-10-03T10:00:00;;system;;true;1607
3536;CFD estimate;2024-10-03T10:00:00;;system;;true;1607
3537;Material choice;2024-10-03T10:00:00;;system;;true;1607
3538;Mounting & airflow;2024-10-03T10:00:00;;system;;true;1607
3539;Validation;2024-10-03T10:00:00;;system;;true;1607
3540;Theme & structure;2024-10-03T10:00:00;;system;;true;1608
3541;Payments & shipping;2024-10-03T10:00:00;;system;;true;1608
3542;Tax & legal;2024-10-03T10:00:00;;system;;true;1608
3543;Apps/plugins;2024-10-03T10:00:00;;system;;true;1608
3544;Go‑live checklist;2024-10-03T10:00:00;;system;;true;1608
3545;Data model/import;2024-10-03T10:00:00;;system;;true;1609
3546;Image/SEO fields;2024-10-03T10:00:00;;system;;true;1609
3547;Google/META feeds;2024-10-03T10:00:00;;system;;true;1609
3548;Variant logic;2024-10-03T10:00:00;;system;;true;1609
3549;QA & sync;2024-10-03T10:00:00;;system;;true;1609
3550;Gateway integration;2024-10-03T10:00:00;;system;;true;1610
3551;Fraud/3DS;2024-10-03T10:00:00;;system;;true;1610
3552;Checkout UX;2024-10-03T10:00:00;;system;;true;1610
3553;Order webhooks;2024-10-03T10:00:00;;system;;true;1610
3554;Test scenarios;2024-10-03T10:00:00;;system;;true;1610
3555;Funnel audit;2024-10-03T10:00:00;;system;;true;1611
3556;Heatmap insights;2024-10-03T10:00:00;;system;;true;1611
3557;A/B backlog;2024-10-03T10:00:00;;system;;true;1611
3558;Fix implementation;2024-10-03T10:00:00;;system;;true;1611
3559;Impact report;2024-10-03T10:00:00;;system;;true;1611
3560;Subscription plan;2024-10-03T10:00:00;;system;;true;1612
3561;Lifecycle emails;2024-10-03T10:00:00;;system;;true;1612
3562;Churn playbook;2024-10-03T10:00:00;;system;;true;1612
3563;CRM segments;2024-10-03T10:00:00;;system;;true;1612
3564;Analytics hooks;2024-10-03T10:00:00;;system;;true;1612
3565;Amazon/eBay connect;2024-10-03T10:00:00;;system;;true;1613
3566;Product mapping;2024-10-03T10:00:00;;system;;true;1613
3567;Order sync;2024-10-03T10:00:00;;system;;true;1613
3568;Inventory updates;2024-10-03T10:00:00;;system;;true;1613
3569;Returns/RMA;2024-10-03T10:00:00;;system;;true;1613
3570;Crawl review;2024-10-03T10:00:00;;system;;true;1614
3571;Issues backlog;2024-10-03T10:00:00;;system;;true;1614
3572;Fix plan;2024-10-03T10:00:00;;system;;true;1614
3573;QA & deploy;2024-10-03T10:00:00;;system;;true;1614
3574;Follow‑up report;2024-10-03T10:00:00;;system;;true;1614
3575;Seed expansion;2024-10-03T10:00:00;;system;;true;1615
3576;Cluster mapping;2024-10-03T10:00:00;;system;;true;1615
3577;SERP analysis;2024-10-03T10:00:00;;system;;true;1615
3578;Content briefs;2024-10-03T10:00:00;;system;;true;1615
3579;Tracking setup;2024-10-03T10:00:00;;system;;true;1615
3580;Template optimization;2024-10-03T10:00:00;;system;;true;1616
3581;Internal linking;2024-10-03T10:00:00;;system;;true;1616
3582;Schema markup;2024-10-03T10:00:00;;system;;true;1616
3583;Media optimization;2024-10-03T10:00:00;;system;;true;1616
3584;Publishing SOP;2024-10-03T10:00:00;;system;;true;1616
3585;Sitemaps & robots;2024-10-03T10:00:00;;system;;true;1617
3586;Core Web Vitals;2024-10-03T10:00:00;;system;;true;1617
3587;Logfile insights;2024-10-03T10:00:00;;system;;true;1617
3588;Indexation fixes;2024-10-03T10:00:00;;system;;true;1617
3589;Monitoring rules;2024-10-03T10:00:00;;system;;true;1617
3590;Prospect list;2024-10-03T10:00:00;;system;;true;1618
3591;Outreach emails;2024-10-03T10:00:00;;system;;true;1618
3592;Guest post content;2024-10-03T10:00:00;;system;;true;1618
3593;Placement tracking;2024-10-03T10:00:00;;system;;true;1618
3594;Reporting;2024-10-03T10:00:00;;system;;true;1618
3595;GBP setup;2024-10-03T10:00:00;;system;;true;1619
3596;Citations;2024-10-03T10:00:00;;system;;true;1619
3597;Local landing pages;2024-10-03T10:00:00;;system;;true;1619
3598;Review strategy;2024-10-03T10:00:00;;system;;true;1619
3599;Map pack tracking;2024-10-03T10:00:00;;system;;true;1619
3600;Themes & cadence;2024-10-03T10:00:00;;system;;true;1620
3601;Asset planning;2024-10-03T10:00:00;;system;;true;1620
3602;Approval workflow;2024-10-03T10:00:00;;system;;true;1620
3603;Schedule by channel;2024-10-03T10:00:00;;system;;true;1620
3604;Performance review;2024-10-03T10:00:00;;system;;true;1620
3605;Moderation rules;2024-10-03T10:00:00;;system;;true;1621
3606;Reply playbook;2024-10-03T10:00:00;;system;;true;1621
3607;Escalation paths;2024-10-03T10:00:00;;system;;true;1621
3608;Weekly reports;2024-10-03T10:00:00;;system;;true;1621
3609;Sentiment review;2024-10-03T10:00:00;;system;;true;1621
3610;Concept boards;2024-10-03T10:00:00;;system;;true;1622
3611;Copy variations;2024-10-03T10:00:00;;system;;true;1622
3612;Design production;2024-10-03T10:00:00;;system;;true;1622
3613;Format adaptations;2024-10-03T10:00:00;;system;;true;1622
3614;QA & specs;2024-10-03T10:00:00;;system;;true;1622
3615;Prospect list;2024-10-03T10:00:00;;system;;true;1623
3616;Pitch & terms;2024-10-03T10:00:00;;system;;true;1623
3617;Tracking sheet;2024-10-03T10:00:00;;system;;true;1623
3618;Content review;2024-10-03T10:00:00;;system;;true;1623
3619;Results summary;2024-10-03T10:00:00;;system;;true;1623
3620;Keyword setup;2024-10-03T10:00:00;;system;;true;1624
3621;Dashboards;2024-10-03T10:00:00;;system;;true;1624
3622;Alerts & mentions;2024-10-03T10:00:00;;system;;true;1624
3623;Insights pack;2024-10-03T10:00:00;;system;;true;1624
3624;Quarterly debrief;2024-10-03T10:00:00;;system;;true;1624
3625;Briefs & guidelines;2024-10-03T10:00:00;;system;;true;1625
3626;Creator recruiting;2024-10-03T10:00:00;;system;;true;1625
3627;Rights & approvals;2024-10-03T10:00:00;;system;;true;1625
3628;Publishing plan;2024-10-03T10:00:00;;system;;true;1625
3629;Performance recap;2024-10-03T10:00:00;;system;;true;1625
3630;Email rules;2024-10-03T10:00:00;;system;;true;1626
3631;Calendar blocks;2024-10-03T10:00:00;;system;;true;1626
3632;Meeting handling;2024-10-03T10:00:00;;system;;true;1626
3633;Templates/canned;2024-10-03T10:00:00;;system;;true;1626
3634;Weekly summary;2024-10-03T10:00:00;;system;;true;1626
3635;Web research;2024-10-03T10:00:00;;system;;true;1627
3636;Spreadsheet models;2024-10-03T10:00:00;;system;;true;1627
3637;Enrichment;2024-10-03T10:00:00;;system;;true;1627
3638;Quality checks;2024-10-03T10:00:00;;system;;true;1627
3639;SOP write‑up;2024-10-03T10:00:00;;system;;true;1627
3640;Fields & pipelines;2024-10-03T10:00:00;;system;;true;1628
3641;Import/de‑dup;2024-10-03T10:00:00;;system;;true;1628
3642;Automation rules;2024-10-03T10:00:00;;system;;true;1628
3643;Reporting views;2024-10-03T10:00:00;;system;;true;1628
3644;User onboarding;2024-10-03T10:00:00;;system;;true;1628
3645;Agenda prep;2024-10-03T10:00:00;;system;;true;1629
3646;Live notes;2024-10-03T10:00:00;;system;;true;1629
3647;Action tracker;2024-10-03T10:00:00;;system;;true;1629
3648;Summary write‑up;2024-10-03T10:00:00;;system;;true;1629
3649;Distribution pack;2024-10-03T10:00:00;;system;;true;1629
3650;Itinerary build;2024-10-03T10:00:00;;system;;true;1630
3651;Visa/hotel options;2024-10-03T10:00:00;;system;;true;1630
3652;Bookings & holds;2024-10-03T10:00:00;;system;;true;1630
3653;Expense report;2024-10-03T10:00:00;;system;;true;1630
3654;Trip brief;2024-10-03T10:00:00;;system;;true;1630
3655;Invoice entry;2024-10-03T10:00:00;;system;;true;1631
3656;Receipt capture;2024-10-03T10:00:00;;system;;true;1631
3657;Reconciliation assist;2024-10-03T10:00:00;;system;;true;1631
3658;Aging follow‑up;2024-10-03T10:00:00;;system;;true;1631
3659;Monthly pack;2024-10-03T10:00:00;;system;;true;1631
3660;Diagnostic test;2024-10-03T10:00:00;;system;;true;1632
3661;Lesson roadmap;2024-10-03T10:00:00;;system;;true;1632
3662;Problem sets;2024-10-03T10:00:00;;system;;true;1632
3663;Step‑by‑step review;2024-10-03T10:00:00;;system;;true;1632
3664;Progress updates;2024-10-03T10:00:00;;system;;true;1632
3665;Language basics;2024-10-03T10:00:00;;system;;true;1633
3666;Project exercises;2024-10-03T10:00:00;;system;;true;1633
3667;Debugging sessions;2024-10-03T10:00:00;;system;;true;1633
3668;Code review;2024-10-03T10:00:00;;system;;true;1633
3669;Exam practice;2024-10-03T10:00:00;;system;;true;1633
3670;Conversation drills;2024-10-03T10:00:00;;system;;true;1634
3671;Grammar workshop;2024-10-03T10:00:00;;system;;true;1634
3672;Vocabulary builder;2024-10-03T10:00:00;;system;;true;1634
3673;Writing practice;2024-10-03T10:00:00;;system;;true;1634
3674;Exam skills;2024-10-03T10:00:00;;system;;true;1634
3675;Baseline assessment;2024-10-03T10:00:00;;system;;true;1635
3676;Study plan;2024-10-03T10:00:00;;system;;true;1635
3677;Practice exams;2024-10-03T10:00:00;;system;;true;1635
3678;Error review;2024-10-03T10:00:00;;system;;true;1635
3679;Exam strategy;2024-10-03T10:00:00;;system;;true;1635
3680;Topic selection;2024-10-03T10:00:00;;system;;true;1636
3681;Outline & sources;2024-10-03T10:00:00;;system;;true;1636
3682;Draft review;2024-10-03T10:00:00;;system;;true;1636
3683;Citation & style;2024-10-03T10:00:00;;system;;true;1636
3684;Final polish;2024-10-03T10:00:00;;system;;true;1636
3685;Time management;2024-10-03T10:00:00;;system;;true;1637
3686;Note techniques;2024-10-03T10:00:00;;system;;true;1637
3687;Active recall;2024-10-03T10:00:00;;system;;true;1637
3688;Exam tactics;2024-10-03T10:00:00;;system;;true;1637
3689;Accountability;2024-10-03T10:00:00;;system;;true;1637
3690;Goals & target roles;2024-10-03T10:00:00;;system;;true;1638
3691;Skill gap plan;2024-10-03T10:00:00;;system;;true;1638
3692;Networking map;2024-10-03T10:00:00;;system;;true;1638
3693;30/60/90 plan;2024-10-03T10:00:00;;system;;true;1638
3694;Progress review;2024-10-03T10:00:00;;system;;true;1638
3695;Resume rewrite;2024-10-03T10:00:00;;system;;true;1639
3696;LinkedIn overhaul;2024-10-03T10:00:00;;system;;true;1639
3697;Cover letters;2024-10-03T10:00:00;;system;;true;1639
3698;ATS optimization;2024-10-03T10:00:00;;system;;true;1639
3699;Portfolio tweaks;2024-10-03T10:00:00;;system;;true;1639
3700;Mock interview;2024-10-03T10:00:00;;system;;true;1640
3701;Behavioral stories;2024-10-03T10:00:00;;system;;true;1640
3702;Technical drills;2024-10-03T10:00:00;;system;;true;1640
3703;Feedback notes;2024-10-03T10:00:00;;system;;true;1640
3704;Offer negotiation;2024-10-03T10:00:00;;system;;true;1640
3705;Systems audit;2024-10-03T10:00:00;;system;;true;1641
3706;Daily routines;2024-10-03T10:00:00;;system;;true;1641
3707;Time blocking;2024-10-03T10:00:00;;system;;true;1641
3708;Tooling setup;2024-10-03T10:00:00;;system;;true;1641
3709;Weekly review;2024-10-03T10:00:00;;system;;true;1641
3710;360 intake;2024-10-03T10:00:00;;system;;true;1642
3711;Strengths plan;2024-10-03T10:00:00;;system;;true;1642
3712;Exec presence;2024-10-03T10:00:00;;system;;true;1642
3713;Stakeholder map;2024-10-03T10:00:00;;system;;true;1642
3714;Coaching sessions;2024-10-03T10:00:00;;system;;true;1642
3715;Values & vision;2024-10-03T10:00:00;;system;;true;1643
3716;Goal setting;2024-10-03T10:00:00;;system;;true;1643
3717;Action roadmap;2024-10-03T10:00:00;;system;;true;1643
3718;Check‑ins;2024-10-03T10:00:00;;system;;true;1643
3719;Reflection session;2024-10-03T10:00:00;;system;;true;1643
3720;Assessment & goals;2024-10-03T10:00:00;;system;;true;1644
3721;Program block;2024-10-03T10:00:00;;system;;true;1644
3722;Technique coaching;2024-10-03T10:00:00;;system;;true;1644
3723;Nutrition basics;2024-10-03T10:00:00;;system;;true;1644
3724;Check‑ins;2024-10-03T10:00:00;;system;;true;1644
3725;Calorie/macro plan;2024-10-03T10:00:00;;system;;true;1645
3726;Meal prep guide;2024-10-03T10:00:00;;system;;true;1645
3727;Grocery planner;2024-10-03T10:00:00;;system;;true;1645
3728;Supplement advice;2024-10-03T10:00:00;;system;;true;1645
3729;Follow‑ups;2024-10-03T10:00:00;;system;;true;1645
3730;Breath & posture;2024-10-03T10:00:00;;system;;true;1646
3731;Vinyasa flow;2024-10-03T10:00:00;;system;;true;1646
3732;Mobility session;2024-10-03T10:00:00;;system;;true;1646
3733;Meditation coaching;2024-10-03T10:00:00;;system;;true;1646
3734;Home practice plan;2024-10-03T10:00:00;;system;;true;1646
3735;Skills assessment;2024-10-03T10:00:00;;system;;true;1647
3736;Drills library;2024-10-03T10:00:00;;system;;true;1647
3737;Game strategy;2024-10-03T10:00:00;;system;;true;1647
3738;Conditioning plan;2024-10-03T10:00:00;;system;;true;1647
3739;Review session;2024-10-03T10:00:00;;system;;true;1647
3740;Movement screen;2024-10-03T10:00:00;;system;;true;1648
3741;Mobility drills;2024-10-03T10:00:00;;system;;true;1648
3742;Stretch plan;2024-10-03T10:00:00;;system;;true;1648
3743;Desk setup tips;2024-10-03T10:00:00;;system;;true;1648
3744;Progress tracking;2024-10-03T10:00:00;;system;;true;1648
3745;Habit audit;2024-10-03T10:00:00;;system;;true;1649
3746;Cue/routine plan;2024-10-03T10:00:00;;system;;true;1649
3747;Accountability system;2024-10-03T10:00:00;;system;;true;1649
3748;Weekly check‑ins;2024-10-03T10:00:00;;system;;true;1649
3749;Review & adjust;2024-10-03T10:00:00;;system;;true;1649
3750;Sketch concepts;2024-10-03T10:00:00;;system;;true;1650
3751;Digital renderings;2024-10-03T10:00:00;;system;;true;1650
3752;Colorways;2024-10-03T10:00:00;;system;;true;1650
3753;Fabric notations;2024-10-03T10:00:00;;system;;true;1650
3754;Presentation board;2024-10-03T10:00:00;;system;;true;1650
3755;Spec sheets;2024-10-03T10:00:00;;system;;true;1651
3756;Measurement tables;2024-10-03T10:00:00;;system;;true;1651
3757;Construction notes;2024-10-03T10:00:00;;system;;true;1651
3758;Trims & labels;2024-10-03T10:00:00;;system;;true;1651
3759;Factory handoff;2024-10-03T10:00:00;;system;;true;1651
3760;Style profile;2024-10-03T10:00:00;;system;;true;1652
3761;Outfit capsules;2024-10-03T10:00:00;;system;;true;1652
3762;Look assembly;2024-10-03T10:00:00;;system;;true;1652
3763;Shopping list;2024-10-03T10:00:00;;system;;true;1652
3764;Fit session;2024-10-03T10:00:00;;system;;true;1652
3765;Layout plan;2024-10-03T10:00:00;;system;;true;1653
3766;Art direction;2024-10-03T10:00:00;;system;;true;1653
3767;Photo selection;2024-10-03T10:00:00;;system;;true;1653
3768;Typography & grids;2024-10-03T10:00:00;;system;;true;1653
3769;Export prep;2024-10-03T10:00:00;;system;;true;1653
3770;Block pattern;2024-10-03T10:00:00;;system;;true;1654
3771;Grading;2024-10-03T10:00:00;;system;;true;1654
3772;Fit corrections;2024-10-03T10:00:00;;system;;true;1654
3773;Marker/lay plan;2024-10-03T10:00:00;;system;;true;1654
3774;Production file;2024-10-03T10:00:00;;system;;true;1654
3775;Seasonal scan;2024-10-03T10:00:00;;system;;true;1655
3776;Runway report;2024-10-03T10:00:00;;system;;true;1655
3777;Retail audit;2024-10-03T10:00:00;;system;;true;1655
3778;Mood boards;2024-10-03T10:00:00;;system;;true;1655
3779;Line direction;2024-10-03T10:00:00;;system;;true;1655
3780;Design drafts;2024-10-03T10:00:00;;system;;true;1656
3781;Material picks;2024-10-03T10:00:00;;system;;true;1656
3782;Handcraft session;2024-10-03T10:00:00;;system;;true;1656
3783;Finish & polish;2024-10-03T10:00:00;;system;;true;1656
3784;Packaging;2024-10-03T10:00:00;;system;;true;1656
3785;Joinery plan;2024-10-03T10:00:00;;system;;true;1657
3786;Pattern cutting;2024-10-03T10:00:00;;system;;true;1657
3787;Assembly build;2024-10-03T10:00:00;;system;;true;1657
3788;Finishing oils/dyes;2024-10-03T10:00:00;;system;;true;1657
3789;Care guide;2024-10-03T10:00:00;;system;;true;1657
3790;Pattern selection;2024-10-03T10:00:00;;system;;true;1658
3791;Yarn plan;2024-10-03T10:00:00;;system;;true;1658
3792;Swatch & gauge;2024-10-03T10:00:00;;system;;true;1658
3793;Construction steps;2024-10-03T10:00:00;;system;;true;1658
3794;Blocking & finish;2024-10-03T10:00:00;;system;;true;1658
3795;Mold selection;2024-10-03T10:00:00;;system;;true;1659
3796;Pigments & inlays;2024-10-03T10:00:00;;system;;true;1659
3797;Casting process;2024-10-03T10:00:00;;system;;true;1659
3798;Sanding & polish;2024-10-03T10:00:00;;system;;true;1659
3799;Coaster/tray set;2024-10-03T10:00:00;;system;;true;1659
3800;Card designs;2024-10-03T10:00:00;;system;;true;1660
3801;Papercut art;2024-10-03T10:00:00;;system;;true;1660
3802;Quilling set;2024-10-03T10:00:00;;system;;true;1660
3803;Assembly tutorial;2024-10-03T10:00:00;;system;;true;1660
3804;Gift set;2024-10-03T10:00:00;;system;;true;1660
3805;Clay prep;2024-10-03T10:00:00;;system;;true;1661
3806;Wheel/hand build;2024-10-03T10:00:00;;system;;true;1661
3807;Bisque fire;2024-10-03T10:00:00;;system;;true;1661
3808;Glaze & fire;2024-10-03T10:00:00;;system;;true;1661
3809;Finishing & care;2024-10-03T10:00:00;;system;;true;1661
3810;Brand read;2024-10-03T10:00:00;;system;;true;1662
3811;Retail spot;2024-10-03T10:00:00;;system;;true;1662
3812;Corporate narration;2024-10-03T10:00:00;;system;;true;1662
3813;Announcer style;2024-10-03T10:00:00;;system;;true;1662
3814;Directed session;2024-10-03T10:00:00;;system;;true;1662
3815;Script polish;2024-10-03T10:00:00;;system;;true;1663
3816;VO recording;2024-10-03T10:00:00;;system;;true;1663
3817;Section edits;2024-10-03T10:00:00;;system;;true;1663
3818;Timing to slides;2024-10-03T10:00:00;;system;;true;1663
3819;Final export;2024-10-03T10:00:00;;system;;true;1663
3820;Prompt set;2024-10-03T10:00:00;;system;;true;1664
3821;Clean & level;2024-10-03T10:00:00;;system;;true;1664
3822;On‑hold messages;2024-10-03T10:00:00;;system;;true;1664
3823;Multi‑language;2024-10-03T10:00:00;;system;;true;1664
3824;Delivery package;2024-10-03T10:00:00;;system;;true;1664
3825;Character voices;2024-10-03T10:00:00;;system;;true;1665
3826;Acting takes;2024-10-03T10:00:00;;system;;true;1665
3827;Breaths & timing;2024-10-03T10:00:00;;system;;true;1665
3828;Lip‑sync;2024-10-03T10:00:00;;system;;true;1665
3829;FX & layers;2024-10-03T10:00:00;;system;;true;1665
3830;Audition sample;2024-10-03T10:00:00;;system;;true;1666
3831;Chapter recording;2024-10-03T10:00:00;;system;;true;1666
3832;Editing & proofing;2024-10-03T10:00:00;;system;;true;1666
3833;Mastering;2024-10-03T10:00:00;;system;;true;1666
3834;ACX delivery;2024-10-03T10:00:00;;system;;true;1666
3835;Script adaptation;2024-10-03T10:00:00;;system;;true;1667
3836;Cueing session;2024-10-03T10:00:00;;system;;true;1667
3837;Studio record;2024-10-03T10:00:00;;system;;true;1667
3838;Sync & mix;2024-10-03T10:00:00;;system;;true;1667
3839;Final stems;2024-10-03T10:00:00;;system;;true;1667
3840;Piece selection;2024-10-03T10:00:00;;system;;true;1668
3841;Direction notes;2024-10-03T10:00:00;;system;;true;1668
3842;Performance reps;2024-10-03T10:00:00;;system;;true;1668
3843;Camera setup;2024-10-03T10:00:00;;system;;true;1668
3844;Feedback debrief;2024-10-03T10:00:00;;system;;true;1668
3845;Text analysis;2024-10-03T10:00:00;;system;;true;1669
3846;Beat work;2024-10-03T10:00:00;;system;;true;1669
3847;Vocal/diction;2024-10-03T10:00:00;;system;;true;1669
3848;Blocking choices;2024-10-03T10:00:00;;system;;true;1669
3849;Performance notes;2024-10-03T10:00:00;;system;;true;1669
3850;Warm‑ups;2024-10-03T10:00:00;;system;;true;1670
3851;Spatial awareness;2024-10-03T10:00:00;;system;;true;1670
3852;Choreography;2024-10-03T10:00:00;;system;;true;1670
3853;Partnering;2024-10-03T10:00:00;;system;;true;1670
3854;Safety & lifts;2024-10-03T10:00:00;;system;;true;1670
3855;Clip selection;2024-10-03T10:00:00;;system;;true;1671
3856;Assembly edit;2024-10-03T10:00:00;;system;;true;1671
3857;Color & sound;2024-10-03T10:00:00;;system;;true;1671
3858;Titles/lower thirds;2024-10-03T10:00:00;;system;;true;1671
3859;Master export;2024-10-03T10:00:00;;system;;true;1671
3860;Script breakdown;2024-10-03T10:00:00;;system;;true;1672
3861;Choices & objectives;2024-10-03T10:00:00;;system;;true;1672
3862;Rehearsal plan;2024-10-03T10:00:00;;system;;true;1672
3863;Coach feedback;2024-10-03T10:00:00;;system;;true;1672
3864;Self‑tape review;2024-10-03T10:00:00;;system;;true;1672
3865;Breath support;2024-10-03T10:00:00;;system;;true;1673
